timestamp,da_price_eur,rebap_price_eur,pred_short_proba,actual_system_short,portfolio_imbalance_mwh,loss_unmanaged_eur,loss_hedged_eur
2026-08-30 10:00:00,54.47,-172.03,0.4138,0,-4.05,917.87,917.87
2026-08-30 10:15:00,63.43,148.35,0.7995,1,-0.94,-79.58,-79.58
2026-08-30 10:30:00,65.5,77.87,0.388,1,6.05,74.82,74.82
2026-08-30 10:45:00,40.33,-35.96,0.1842,0,-2.33,178.06,178.06
2026-08-30 11:00:00,51.29,146.83,0.641,1,0.63,60.0,60.0
2026-08-30 11:15:00,48.19,-11.27,0.4563,0,1.45,-86.35,-86.35
2026-08-30 11:30:00,58.9,-53.74,0.1872,0,1.9,-214.25,-15.22
2026-08-30 11:45:00,42.66,114.41,0.5086,1,2.16,155.32,155.32
2026-08-30 12:00:00,64.0,311.8,0.8681,1,-1.92,-476.72,-15.39
2026-08-30 12:15:00,51.5,20.81,0.1355,0,3.43,-105.36,-27.46
2026-08-30 12:30:00,50.05,103.26,0.2599,1,-2.21,-117.65,-117.65
2026-08-30 12:45:00,50.56,-28.81,0.3373,0,3.24,-257.33,-25.94
2026-08-30 13:00:00,50.49,16.3,0.9164,0,-1.21,41.49,-9.71
2026-08-30 13:15:00,60.23,45.25,0.1942,0,-1.57,23.46,23.46
2026-08-30 13:30:00,47.19,215.45,0.7202,1,-0.23,-38.74,-38.74
2026-08-30 13:45:00,56.74,100.09,0.2227,1,-2.87,-124.57,-124.57
2026-08-30 14:00:00,51.01,93.04,0.8582,1,1.52,63.75,63.75
2026-08-30 14:15:00,43.7,-23.55,0.1412,0,7.19,-483.65,-57.53
2026-08-30 14:30:00,71.54,230.82,0.9169,1,-7.73,-1231.58,-61.86
2026-08-30 14:45:00,55.61,1.58,0.4854,0,1.29,-69.71,-69.71
2026-08-30 15:00:00,58.75,172.46,0.6995,1,-8.23,-936.16,-65.86
2026-08-30 15:15:00,62.08,48.39,0.3028,0,1.45,-19.86,-11.61
2026-08-30 15:30:00,49.48,344.49,0.7954,1,-7.34,-2165.4,-58.72
2026-08-30 15:45:00,65.97,194.51,0.8396,1,-2.4,-308.04,-19.17
2026-08-30 16:00:00,40.88,171.05,0.6944,1,0.59,76.32,76.32
2026-08-30 16:15:00,52.49,-47.4,0.7294,0,-4.76,475.56,-38.09
2026-08-30 16:30:00,55.33,154.85,0.5049,1,0.43,43.1,43.1
2026-08-30 16:45:00,63.83,105.08,0.7501,1,2.26,93.1,93.1
2026-08-30 17:00:00,58.77,21.46,0.1466,0,2.76,-102.83,-22.05
2026-08-30 17:15:00,60.82,32.76,0.7495,0,-4.62,129.71,-36.98
2026-08-30 17:30:00,64.5,12.68,0.7556,0,2.7,-139.82,-139.82
2026-08-30 17:45:00,57.18,33.0,0.2216,0,-1.85,44.79,44.79
2026-08-30 18:00:00,53.55,113.22,0.188,1,1.86,110.88,-14.87
2026-08-30 18:15:00,68.23,257.35,0.8241,1,3.87,732.62,732.62
2026-08-30 18:30:00,74.79,218.56,0.8674,1,-1.92,-275.44,-15.33
2026-08-30 18:45:00,77.76,120.59,0.2075,1,1.6,68.57,-12.81
2026-08-30 19:00:00,62.17,-0.57,0.5261,0,-2.58,162.17,162.17
2026-08-30 19:15:00,74.18,59.53,0.8058,0,-4.0,58.53,-31.96
2026-08-30 19:30:00,64.79,5.24,0.6504,0,4.08,-243.02,-243.02
2026-08-30 19:45:00,77.9,28.02,0.9477,0,-4.86,242.29,-38.86
2026-08-30 20:00:00,76.91,-44.76,0.412,0,4.08,-496.3,-496.3
2026-08-30 20:15:00,67.87,40.31,0.6328,0,3.51,-96.84,-96.84
2026-08-30 20:30:00,64.95,-42.48,0.6173,0,-4.38,470.73,470.73
2026-08-30 20:45:00,71.7,112.57,0.5346,1,-1.73,-70.86,-70.86
2026-08-30 21:00:00,71.75,15.74,0.5246,0,-0.19,10.6,10.6
2026-08-30 21:15:00,65.92,-6.12,0.4691,0,-4.51,325.21,325.21
2026-08-30 21:30:00,58.32,-78.67,0.0869,0,0.01,-1.62,-1.62
2026-08-30 21:45:00,67.54,138.1,0.3014,1,-2.02,-142.46,-142.46
2026-08-30 22:00:00,71.26,42.8,0.0342,0,-1.0,28.41,28.41
2026-08-30 22:15:00,74.87,306.51,0.6666,1,-4.63,-1072.15,-37.03
2026-08-30 22:30:00,60.13,106.8,0.771,1,-3.85,-179.58,-30.78
2026-08-30 22:45:00,59.9,-82.32,0.1964,0,-0.87,124.22,124.22
2026-08-30 23:00:00,72.0,149.69,0.5353,1,1.43,111.04,111.04
2026-08-30 23:15:00,59.1,-11.17,0.7338,0,2.79,-195.72,-195.72
2026-08-30 23:30:00,70.29,31.22,0.8354,0,-6.76,264.24,-54.11
2026-08-30 23:45:00,60.8,94.08,0.6091,1,-1.25,-41.65,-41.65
